"Статус сверки";"Артикул";"Номенклатура Excel";"Номенклатура 1С";"Единица Excel";"Единица 1С";"Тип Excel";"Вид номенклатуры 1С";"Тип номенклатуры 1С";"Плановая цена Excel";"Плановая цена 1С";"Дата цены 1С";"Ассортимент Excel";"Ассортимент 1С";"Группировка бренда Excel";"Группировка бренда 1С"
"OK";"AM009";"AROMOTION Крем-гель для душа Golden moments парфюмированный, 460 мл";"AROMOTION Крем-гель для душа Golden moments парфюмированный, 460 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"AM021";"AROMOTION Набор Крем-баттер Love narcotic парфюмированный, 200 мл + Крем для рук и тела Ambroxan парфюмированный, 300 мл";"AROMOTION Набор Крем-баттер Love narcotic парфюмированный, 200 мл + Крем для рук и тела Ambroxan парфюмированный, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"287.22000000000003";"287,22";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"AM014";"AROMOTION Разглаживающий крем для волос парфюмированный №3, 200 мл";"AROMOTION Разглаживающий крем для волос парфюмированный №3, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"AM012";"AROMOTION Разглаживающий крем-спрей для волос Golden moments парфюмированный, 200 мл";"AROMOTION Разглаживающий крем-спрей для волос Golden moments парфюмированный, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"AM013";"AROMOTION Разглаживающий крем-спрей для волос Opium Spirit парфюмированный, 200 мл";"AROMOTION Разглаживающий крем-спрей для волос Opium Spirit парфюмированный, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"AM015";"AROMOTION САШЕ ВБ Крем для рук и тела Ambroxan парфюмированный, 10 мл";"AROMOTION САШЕ ВБ Крем для рук и тела Ambroxan парфюмированный, 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"14.45";"14,45";"2025-12-17T16:23:50";"НОВИНКА";"НОВИНКА";"GSS";"GSS"
"OK";"AM019";"AROMOTION САШЕ ЗЯ Крем для рук и тела Ambroxan парфюмированный, 10 мл";"AROMOTION САШЕ ЗЯ Крем для рук и тела Ambroxan парфюмированный, 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"11.83";"11,83";"2025-12-17T16:23:50";"НОВИНКА";"НОВИНКА";"GSS";"GSS"
"OK";"AM020";"AROMOTION САШЕ ЗЯ Крем для рук и тела Black pepper парфюмированный, 10 мл";"AROMOTION САШЕ ЗЯ Крем для рук и тела Black pepper парфюмированный, 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"14.11";"14,11";"2025-12-17T16:23:50";"НОВИНКА";"НОВИНКА";"GSS";"GSS"
"OK";"AM016";"AROMOTION САШЕ Озон Крем для рук и тела Black pepper парфюмированный, 10 мл";"AROMOTION САШЕ Озон Крем для рук и тела Black pepper парфюмированный, 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"13.98";"13,98";"2025-12-17T16:23:50";"НОВИНКА";"НОВИНКА";"GSS";"GSS"
"OK";"AM008";"AROMOTION Скраб Love narcotic парфюмированный, 200 мл";"AROMOTION Скраб Love narcotic парфюмированный, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"127.55";"127,55";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"AM004";"AROMOTION Скраб Opium spirit парфюмированный, 200 мл";"AROMOTION Скраб Opium spirit парфюмированный, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"109.72";"109,72";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"FACT100697";"ART&FACT  Увлажняющее гидрофильное масло для душа с фосфолипидами и сфинголипидами (Phospholipids + Sphingolipids), 200 мл";"ART&FACT  Увлажняющее гидрофильное масло для душа с фосфолипидами и сфинголипидами (Phospholipids + Sphingolipids), 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"51.66";"51,66";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT100333";"ART&FACT Витаминная маска для лица и шеи с экстрактом прополиса 10%, 50 мл.";"ART&FACT Витаминная маска для лица и шеи с экстрактом прополиса 10%, 50 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"28.06";"28,06";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT100333_ADV";"ART&FACT Витаминная маска для лица и шеи с экстрактом прополиса 10%, 50 мл.";"ART&FACT Витаминная маска для лица и шеи с экстрактом прополиса 10%, 50 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"FACT100668";"ART&FACT Дезодорант  (Mineral Complex + Aloe Vera Leaf Juice + Probiotic Complex), 50 мл";"ART&FACT Дезодорант  (Mineral Complex + Aloe Vera Leaf Juice + Probiotic Complex), 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"34.729999999999997";"34,73";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT100582";"ART&FACT Деликатная пенка-мусс для интимной гигиены для чувствительной кожи, 150ml";"ART&FACT Деликатная пенка-мусс для интимной гигиены для чувствительной кожи, 150ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"25.94";"25,94";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT900088";"ART&FACT Крем для лица с витамином С, 50 мл";"ART&FACT Крем для лица с витамином С, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"57.81";"57,81";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT900089";"ART&FACT Крем для области вокруг глаз с витамином С, 30 мл";"ART&FACT Крем для области вокруг глаз с витамином С, 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"28.8";"28,8";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT100670";"ART&FACT Крем для тела Body Cream (Ginger Extract + Panthenol + Shea Butter + Argan Oil + Marula Oil), 150 мл";"ART&FACT Крем для тела Body Cream (Ginger Extract + Panthenol + Shea Butter + Argan Oil + Marula Oil), 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"43.26";"43,26";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT100656";"ART&FACT Крем-флюид для лица Face Fluid (Azelaic Acid Derivative + Fructooligosaccharides + Vitamin C), 50 мл";"ART&FACT Крем-флюид для лица Face Fluid (Azelaic Acid Derivative + Fructooligosaccharides + Vitamin C), 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"36.299999999999997";"36,3";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT100326";"ART&FACT Масло усьмы для роста бровей и ресниц (Folium Isatidis Leaf Oil 50%), 10 мл.";"ART&FACT Масло усьмы для роста бровей и ресниц (Folium Isatidis Leaf Oil 50%), 10 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"84.58";"84,58";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"FACT100315";"ART&FACT Мицеллярная вода для жирной и проблемной кожи с комплексом мягких ПАВ, 200 мл.";"ART&FACT Мицеллярная вода для жирной и проблемной кожи с комплексом мягких ПАВ, 200 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"19.690000000000001";"19,69";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT900123";"ART&FACT Мягкий тоник-эксфолиант с миндальной кислотой 5% 150 мл";"ART&FACT Мягкий тоник-эксфолиант с миндальной кислотой 5% 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"45.85";"45,85";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT100620";"ART&FACT Несмываемый пилинг с кислотами для тела, 150 мл";"ART&FACT Несмываемый пилинг с кислотами для тела, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"27.34";"27,34";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT900138";"ART&FACT Омолаживающий тоник для лица против морщин с матриксилом 1% 150 мл";"ART&FACT Омолаживающий тоник для лица против морщин с матриксилом 1% 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"56.51";"56,51";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT900138_S1";"ART&FACT Омолаживающий тоник для лица против морщин с матриксилом 1% и аминокислотами 0,5% (Matrixyl 1% + Amino Acids 0,5%), 150 мл";"ART&FACT Омолаживающий тоник для лица против морщин с матриксилом 1% и аминокислотами 0,5% (Matrixyl 1% + Amino Acids 0,5%), 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"56.53";"56,53";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FACT100583";"ART&FACT Освежающий интимный спрей-дезодорант с пребиотиками,100ml";"ART&FACT Освежающий интимный спрей-дезодорант с пребиотиками,100ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"15.05";"15,05";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
